station,elevation,date,T2M_MIN,T2M_MAX,T2M_RANGE,RH2M,WS2M,PS,PRECTOTCORR,frost
Lampa,3872,2000-04-02,5.39,15.39,10.0,65.6,5.04,63.01,0.027,0
Lampa,3872,2000-04-03,2.37,10.32,7.96,67.6,0.0,62.7,0.012,0
Lampa,3872,2000-04-04,1.49,11.84,10.35,95.0,4.73,62.64,0.08,0
Lampa,3872,2000-04-05,-0.58,12.09,12.67,68.1,4.61,64.48,0.588,1
Lampa,3872,2000-04-06,0.76,12.18,11.41,95.0,1.88,61.77,0.088,0
Lampa,3872,2000-04-07,2.83,15.45,12.62,83.5,7.14,62.75,0.033,0
Lampa,3872,2000-04-08,-1.22,8.28,9.5,83.1,7.93,64.13,1.751,1
Lampa,3872,2000-04-09,0.17,8.28,8.12,94.2,1.91,64.1,0.142,0
Lampa,3872,2000-04-10,3.02,12.56,9.54,66.9,1.82,63.22,0.849,0
Lampa,3872,2000-04-11,5.12,15.92,10.8,83.7,0.0,65.17,0.171,0
Lampa,3872,2000-04-12,6.01,21.71,15.7,75.0,6.53,63.47,1.25,0
Lampa,3872,2000-04-13,1.31,13.63,12.32,63.4,5.43,63.36,0.146,0
Lampa,3872,2000-04-14,-0.47,12.47,12.94,72.9,4.29,62.21,0.026,1
Lampa,3872,2000-04-15,-1.37,10.8,12.16,95.0,2.3,62.36,0.165,1
Lampa,3872,2000-04-16,-6.03,4.54,10.57,95.0,4.7,61.58,0.242,1
Lampa,3872,2000-04-17,5.1,13.14,8.04,75.9,0.0,61.92,0.327,0
Lampa,3872,2000-04-18,2.9,14.4,11.5,66.5,4.58,62.88,0.913,0
Lampa,3872,2000-04-19,-1.5,8.03,9.53,71.3,5.52,62.58,1.747,1
Lampa,3872,2000-04-20,5.99,17.17,11.17,72.3,4.97,63.03,0.257,0
Lampa,3872,2000-04-21,3.08,11.56,8.48,65.4,4.97,62.01,0.358,0
Lampa,3872,2000-04-22,-0.35,15.02,15.37,62.8,2.78,62.59,0.145,1
Lampa,3872,2000-04-23,2.03,15.04,13.01,83.5,5.25,62.88,0.0,0
Lampa,3872,2000-04-24,2.92,9.56,6.64,79.6,0.58,62.22,0.235,0
Lampa,3872,2000-04-25,-1.16,8.95,10.11,66.2,1.82,63.57,0.001,1
Lampa,3872,2000-04-26,3.48,19.65,16.18,63.0,3.91,62.02,0.218,0
Lampa,3872,2000-04-27,3.35,14.3,10.95,62.9,1.92,63.93,0.105,0
Lampa,3872,2000-04-28,-5.73,5.03,10.76,65.3,0.0,61.76,1.402,1
Lampa,3872,2000-04-29,1.94,11.29,9.35,64.7,1.81,62.17,1.841,0
Lampa,3872,2000-04-30,5.77,15.66,9.89,95.0,3.97,62.27,0.027,0
Lampa,3872,2000-05-01,-2.5,9.46,11.96,82.9,1.0,63.7,0.241,1
Lampa,3872,2000-05-02,-5.31,4.33,9.64,79.0,0.0,62.04,0.037,1
Lampa,3872,2000-05-03,4.68,14.71,10.03,57.0,2.72,63.5,0.089,0
Lampa,3872,2000-05-04,1.1,15.86,14.76,74.0,0.62,62.88,0.484,0
Lampa,3872,2000-05-05,-1.82,6.7,8.52,87.7,3.3,62.0,0.79,1
Lampa,3872,2000-05-06,0.51,15.41,14.9,68.7,3.5,61.51,0.619,0
Lampa,3872,2000-05-07,3.26,16.02,12.76,51.9,4.37,62.16,1.708,0
Lampa,3872,2000-05-08,2.87,16.05,13.17,79.9,0.0,62.79,1.565,0
Lampa,3872,2000-05-09,-1.4,8.67,10.07,89.4,4.23,63.37,0.615,1
Lampa,3872,2000-05-10,1.72,17.36,15.64,64.1,4.33,60.09,0.138,0
Lampa,3872,2000-05-11,-1.18,12.43,13.61,66.6,5.5,62.65,0.041,1
Lampa,3872,2000-05-12,4.89,15.78,10.89,45.3,3.92,62.24,0.002,0
Lampa,3872,2000-05-13,2.38,11.68,9.29,64.4,3.76,62.45,0.207,0
Lampa,3872,2000-05-14,3.3,14.01,10.71,39.7,6.17,62.04,1.653,0
Lampa,3872,2000-05-15,8.19,17.66,9.47,34.4,5.24,64.99,0.0,0
Lampa,3872,2000-05-16,-3.78,8.13,11.91,74.3,0.0,61.66,0.055,1
Lampa,3872,2000-05-17,0.81,9.93,9.11,68.3,7.13,64.24,0.32,0
Lampa,3872,2000-05-18,4.09,17.64,13.55,76.8,1.45,63.57,0.568,0
Lampa,3872,2000-05-19,-3.99,3.85,7.83,84.0,4.75,63.96,0.048,1
Lampa,3872,2000-05-20,1.11,12.41,11.29,69.2,0.89,60.82,0.037,0
Lampa,3872,2000-05-21,1.12,10.04,8.92,67.6,1.5,62.54,0.007,0
Lampa,3872,2000-05-22,-0.8,13.33,14.13,81.2,1.92,62.73,0.072,1
Lampa,3872,2000-05-23,-1.1,11.58,12.68,74.2,4.93,61.36,0.004,1
Lampa,3872,2000-05-24,-0.64,10.81,11.44,68.0,2.81,63.3,0.0,1
Lampa,3872,2000-05-25,-0.66,7.35,8.01,73.4,4.19,62.03,0.0,1
Lampa,3872,2000-05-26,-0.03,13.27,13.3,84.3,6.22,63.25,1.648,1
Lampa,3872,2000-05-27,-1.49,8.12,9.6,65.6,3.11,64.43,0.222,1
Lampa,3872,2000-05-28,3.53,17.69,14.15,74.0,2.03,62.33,0.895,0
Lampa,3872,2000-05-29,-0.72,10.48,11.2,73.9,0.56,64.66,0.369,1
Lampa,3872,2000-05-30,2.01,12.92,10.9,62.4,2.12,61.88,1.554,0
Lampa,3872,2000-05-31,-5.62,2.76,8.38,66.0,4.03,61.37,0.131,1
Lampa,3872,2000-06-01,-1.79,6.4,8.19,84.6,3.71,62.89,0.594,1
Lampa,3872,2000-06-02,-2.64,10.89,13.53,90.2,7.94,62.69,2.149,1
Lampa,3872,2000-06-03,-1.16,7.37,8.52,57.3,4.0,62.3,1.441,1
Lampa,3872,2000-06-04,-0.33,10.69,11.02,65.2,2.63,63.3,4.761,1
Lampa,3872,2000-06-05,-0.37,11.72,12.09,81.7,3.09,62.48,0.125,1
Lampa,3872,2000-06-06,-3.0,6.8,9.8,77.3,5.08,61.09,0.085,1
Lampa,3872,2000-06-07,-6.38,4.5,10.88,76.8,7.38,63.22,2.343,1
Lampa,3872,2000-06-08,-2.3,8.15,10.44,63.9,4.85,64.6,4.94,1
Lampa,3872,2000-06-09,-2.25,12.14,14.39,49.3,3.58,63.74,0.297,1
Lampa,3872,2000-06-10,1.99,13.24,11.24,53.6,3.86,62.04,2.673,0
Lampa,3872,2000-06-11,-4.76,4.29,9.05,72.9,4.65,63.54,0.072,1
Lampa,3872,2000-06-12,-6.82,0.7,7.52,69.4,1.42,61.83,1.012,1
Lampa,3872,2000-06-13,-2.09,4.2,6.29,87.2,2.68,61.7,0.609,1
Lampa,3872,2000-06-14,-1.2,10.92,12.12,66.5,1.88,62.76,0.478,1
Lampa,3872,2000-06-15,-4.6,4.76,9.36,62.5,6.1,65.73,0.0,1
Lampa,3872,2000-06-16,3.2,11.41,8.21,82.8,3.44,62.02,0.405,0
Lampa,3872,2000-06-17,-4.5,2.77,7.26,69.6,1.81,63.09,2.7,1
Lampa,3872,2000-06-18,0.52,12.59,12.07,71.4,2.28,62.44,0.178,0
Lampa,3872,2000-06-19,-1.21,15.85,17.06,92.4,3.51,62.9,0.0,1
Lampa,3872,2000-06-20,-2.94,10.09,13.03,71.9,1.92,63.35,0.198,1
Lampa,3872,2000-06-21,-1.87,11.92,13.79,74.2,4.84,62.86,0.011,1
Lampa,3872,2000-06-22,3.92,19.65,15.72,68.4,0.31,64.27,0.458,0
Lampa,3872,2000-06-23,-5.92,-0.5,5.42,74.6,0.0,63.34,0.0,1
Lampa,3872,2000-06-24,-1.73,9.34,11.07,57.7,1.61,61.47,0.057,1
Lampa,3872,2000-06-25,-3.01,3.24,6.25,81.4,0.86,63.5,0.585,1
Lampa,3872,2000-06-26,-1.61,13.94,15.55,58.9,0.47,61.43,0.0,1
Lampa,3872,2000-06-27,-4.34,6.78,11.12,56.2,3.46,62.64,0.339,1
Lampa,3872,2000-06-28,-0.8,10.0,10.81,50.3,2.69,61.62,0.002,1
Lampa,3872,2000-06-29,-1.59,8.57,10.17,36.4,5.02,63.14,0.136,1
Lampa,3872,2000-06-30,0.07,11.82,11.75,67.6,4.92,62.16,0.022,0
Lampa,3872,2000-07-01,-2.54,8.32,10.85,52.1,3.56,64.17,0.124,1
Lampa,3872,2000-07-02,-5.96,2.38,8.34,82.2,3.4,63.05,1.783,1
Lampa,3872,2000-07-03,0.0,11.79,11.79,47.9,0.0,62.01,0.005,0
Lampa,3872,2000-07-04,-4.64,1.74,6.38,74.0,4.67,62.74,2.463,1
Lampa,3872,2000-07-05,-8.38,0.5,8.87,66.5,3.84,61.76,1.072,1
Lampa,3872,2000-07-06,-4.36,9.31,13.67,45.2,4.11,62.9,0.316,1
Lampa,3872,2000-07-07,1.49,10.76,9.27,51.7,1.46,61.71,0.0,0
Lampa,3872,2000-07-08,4.2,11.61,7.4,52.3,1.51,60.45,0.107,0
Lampa,3872,2000-07-09,-5.13,9.88,15.0,84.5,4.69,62.39,0.033,1
Lampa,3872,2000-07-10,-5.14,8.25,13.39,76.6,2.33,62.3,3.111,1
Lampa,3872,2000-07-11,-3.97,7.88,11.85,74.1,3.28,61.3,0.22,1
Lampa,3872,2000-07-12,-3.83,4.55,8.38,43.8,3.09,63.52,0.231,1
Lampa,3872,2000-07-13,-1.52,6.85,8.37,77.4,2.49,60.91,0.022,1
Lampa,3872,2000-07-14,-7.11,3.31,10.42,76.2,0.0,62.66,0.149,1
Lampa,3872,2000-07-15,-4.17,6.61,10.78,61.2,4.41,63.46,0.363,1
Lampa,3872,2000-07-16,-2.16,9.26,11.42,56.6,3.93,60.98,0.091,1
Lampa,3872,2000-07-17,-3.57,8.28,11.85,46.9,6.49,63.24,0.003,1
Lampa,3872,2000-07-18,0.3,14.09,13.79,70.5,7.67,63.17,0.512,0
Lampa,3872,2000-07-19,0.54,1.72,1.18,70.0,6.46,62.25,1.41,0
Lampa,3872,2000-07-20,1.64,12.85,11.21,66.4,0.76,62.59,0.158,0
Lampa,3872,2000-07-21,-3.23,0.48,3.71,78.1,4.14,62.99,0.013,1
Lampa,3872,2000-07-22,1.08,10.79,9.71,42.7,3.35,63.4,0.262,0
Lampa,3872,2000-07-23,-3.54,5.33,8.88,92.3,2.64,63.84,0.547,1
Lampa,3872,2000-07-24,-0.04,10.39,10.43,52.4,3.93,61.14,0.06,1
Lampa,3872,2000-07-25,1.52,12.76,11.24,79.1,2.82,64.53,1.714,0
Lampa,3872,2000-07-26,2.3,13.43,11.13,80.9,6.19,60.85,2.152,0
Lampa,3872,2000-07-27,0.11,8.62,8.52,74.6,0.26,63.56,0.162,0
Lampa,3872,2000-07-28,1.28,14.3,13.02,84.5,1.93,63.29,2.607,0
Lampa,3872,2000-07-29,2.01,17.22,15.21,62.2,4.5,63.75,0.835,0
Lampa,3872,2000-07-30,-3.38,3.73,7.11,83.2,2.83,62.14,0.766,1
Lampa,3872,2000-07-31,-1.02,11.63,12.65,53.9,3.2,61.66,0.068,1
Lampa,3872,2000-08-01,-0.55,9.57,10.12,60.4,2.35,63.43,0.84,1
Lampa,3872,2000-08-02,1.1,9.27,8.17,51.7,6.43,62.26,0.094,0
Lampa,3872,2000-08-03,-1.36,7.66,9.02,64.4,5.54,64.53,4.032,1
Lampa,3872,2000-08-04,-0.08,4.9,4.98,69.8,4.65,62.38,0.079,1
Lampa,3872,2000-08-05,1.9,14.69,12.8,50.9,3.66,62.26,0.022,0
Lampa,3872,2000-08-06,3.79,12.04,8.26,70.9,0.8,62.93,0.321,0
Lampa,3872,2000-08-07,-5.97,0.99,6.96,62.6,4.6,62.06,1.191,1
Lampa,3872,2000-08-08,0.87,10.05,9.18,62.8,6.69,62.05,1.3,0
Lampa,3872,2000-08-09,-2.2,6.82,9.02,47.9,5.85,63.2,0.98,1
Lampa,3872,2000-08-10,1.86,8.96,7.1,71.2,0.0,61.87,0.663,0
Lampa,3872,2000-08-11,-0.31,8.82,9.13,55.2,5.75,61.67,0.126,1
Lampa,3872,2000-08-12,-1.04,6.99,8.03,83.6,4.25,63.04,0.346,1
Lampa,3872,2000-08-13,-2.2,5.59,7.79,64.1,4.62,62.62,0.041,1
Lampa,3872,2000-08-14,0.03,9.69,9.65,47.8,1.94,61.9,0.002,0
Lampa,3872,2000-08-15,0.13,8.57,8.44,57.7,6.15,61.77,0.021,0
Lampa,3872,2000-08-16,2.25,16.83,14.58,75.6,2.0,61.42,0.149,0
Lampa,3872,2000-08-17,-2.05,6.65,8.7,75.6,1.37,62.44,0.006,1
Lampa,3872,2000-08-18,-1.42,5.69,7.11,66.1,0.62,61.35,0.0,1
Lampa,3872,2000-08-19,-0.51,11.69,12.2,67.5,2.5,60.4,0.034,1
Lampa,3872,2000-08-20,1.99,12.95,10.97,56.1,3.44,61.79,0.164,0
Lampa,3872,2000-08-21,-2.02,5.88,7.91,66.7,0.0,64.4,0.503,1
Lampa,3872,2000-08-22,-1.62,3.92,5.54,66.9,3.92,63.83,0.216,1
Lampa,3872,2000-08-23,-0.12,7.45,7.57,60.6,3.27,63.18,0.0,1
Lampa,3872,2000-08-24,2.76,13.4,10.64,51.9,5.61,61.75,2.203,0
Lampa,3872,2000-08-25,1.95,11.15,9.2,62.0,3.63,63.37,1.643,0
Lampa,3872,2000-08-26,0.47,9.72,9.24,68.8,6.62,60.99,1.523,0
Lampa,3872,2000-08-27,-0.82,5.31,6.14,69.9,0.48,62.38,0.032,1
Lampa,3872,2000-08-28,2.34,13.76,11.42,73.7,4.68,62.4,0.255,0
Lampa,3872,2000-08-29,5.49,12.49,7.0,95.0,3.36,65.42,0.354,0
Lampa,3872,2000-08-30,2.8,9.47,6.67,68.1,2.39,62.22,1.269,0
Lampa,3872,2000-08-31,-3.55,8.62,12.17,68.2,3.75,61.16,0.738,1
Lampa,3872,2000-09-01,4.85,10.0,5.15,46.2,4.91,60.86,0.146,0
Lampa,3872,2000-09-02,0.32,5.6,5.27,62.2,4.48,64.26,0.021,0
Lampa,3872,2000-09-03,0.73,9.1,8.36,61.4,0.6,63.51,0.0,0
Lampa,3872,2000-09-04,1.67,8.17,6.5,60.1,0.0,62.55,1.189,0
Lampa,3872,2000-09-05,3.83,11.16,7.33,58.1,5.2,63.72,0.045,0
Lampa,3872,2000-09-06,0.61,7.0,6.4,64.5,4.73,62.88,0.139,0
Lampa,3872,2000-09-07,-1.15,6.73,7.89,46.8,1.1,63.84,0.172,1
Lampa,3872,2000-09-08,0.96,6.61,5.65,69.9,4.08,62.53,1.063,0
Lampa,3872,2000-09-09,4.91,16.81,11.9,76.8,3.7,62.31,0.096,0
Lampa,3872,2000-09-10,1.65,8.94,7.28,50.8,1.71,64.75,0.147,0
Lampa,3872,2000-09-11,3.53,11.38,7.86,59.0,6.88,61.67,0.276,0
Lampa,3872,2000-09-12,0.19,9.96,9.77,59.0,4.22,61.43,0.055,0
Lampa,3872,2000-09-13,1.55,7.48,5.93,66.3,5.76,63.24,0.002,0
Lampa,3872,2000-09-14,6.87,18.12,11.24,63.2,1.79,63.31,0.022,0
Lampa,3872,2000-09-15,1.82,12.27,10.44,52.3,4.72,62.58,0.116,0
Lampa,3872,2000-09-16,-0.43,15.51,15.95,48.0,3.13,62.74,1.517,1
Lampa,3872,2000-09-17,6.56,16.79,10.23,70.0,4.44,63.41,0.002,0
Lampa,3872,2000-09-18,4.67,15.22,10.55,59.4,0.7,62.62,0.797,0
Lampa,3872,2000-09-19,2.92,11.23,8.32,56.4,3.37,63.25,0.316,0
Lampa,3872,2000-09-20,5.28,14.62,9.34,70.8,0.62,64.27,0.028,0
Lampa,3872,2000-09-21,5.66,18.19,12.53,59.6,3.76,62.03,0.0,0
Lampa,3872,2000-09-22,6.27,13.41,7.13,64.0,4.46,62.76,0.001,0
Lampa,3872,2000-09-23,4.7,9.66,4.96,48.9,7.12,63.73,0.029,0
Lampa,3872,2000-09-24,4.68,16.02,11.34,61.7,1.96,62.43,0.618,0
Lampa,3872,2000-09-25,7.9,14.58,6.68,65.0,6.89,62.18,1.403,0
Lampa,3872,2000-09-26,0.27,10.57,10.3,53.6,5.28,63.85,0.064,0
Lampa,3872,2000-09-27,5.94,12.82,6.88,41.2,5.32,62.12,0.958,0
Lampa,3872,2000-09-28,5.73,12.11,6.39,43.1,5.69,64.41,0.052,0
Lampa,3872,2000-09-29,6.7,15.08,8.38,59.6,3.58,60.86,0.289,0
Lampa,3872,2000-09-30,-0.47,12.53,13.01,54.7,5.78,61.46,0.304,1
Lampa,3872,2000-10-01,0.17,7.93,7.76,68.2,5.52,62.79,0.011,0
Lampa,3872,2000-10-02,7.72,8.18,0.46,50.6,2.12,62.77,0.238,0
Lampa,3872,2000-10-03,7.2,17.64,10.44,78.2,4.0,61.85,0.193,0
Lampa,3872,2000-10-04,8.03,10.84,2.81,48.3,1.48,59.7,0.002,0
Lampa,3872,2000-10-05,2.81,13.3,10.48,49.8,1.32,60.42,0.356,0
Lampa,3872,2000-10-06,7.23,14.34,7.11,68.6,3.43,62.66,0.013,0
Lampa,3872,2000-10-07,5.26,5.99,0.72,61.0,2.0,62.8,1.016,0
Lampa,3872,2000-10-08,7.71,17.2,9.49,54.8,5.63,61.18,0.333,0
Lampa,3872,2000-10-09,0.3,9.04,8.74,59.1,0.78,63.28,0.763,0
Lampa,3872,2000-10-10,5.61,12.41,6.79,71.4,3.76,62.09,0.002,0
Lampa,3872,2000-10-11,7.14,15.9,8.75,58.8,5.2,61.91,0.013,0
Lampa,3872,2000-10-12,0.8,9.34,8.55,79.8,3.21,62.6,0.141,0
Lampa,3872,2000-10-13,7.39,12.84,5.46,34.3,2.01,63.54,0.004,0
Lampa,3872,2000-10-14,7.95,19.97,12.02,68.3,3.99,61.9,0.0,0
Lampa,3872,2000-10-15,7.02,14.79,7.77,67.9,1.68,61.78,0.002,0
Lampa,3872,2000-10-16,6.65,16.74,10.09,57.0,7.48,63.9,0.015,0
Lampa,3872,2000-10-17,5.94,13.79,7.85,75.0,0.67,62.38,0.229,0
Lampa,3872,2000-10-18,6.42,13.85,7.43,51.0,0.02,63.27,0.516,0
Lampa,3872,2000-10-19,3.18,11.87,8.68,95.0,5.9,63.36,0.051,0
Lampa,3872,2000-10-20,11.75,22.32,10.57,88.0,2.07,62.16,0.106,0
Lampa,3872,2000-10-21,8.75,18.69,9.94,63.4,4.19,61.88,0.088,0
Lampa,3872,2000-10-22,8.42,21.15,12.73,77.3,1.03,63.4,0.001,0
Lampa,3872,2000-10-23,10.45,14.12,3.68,73.8,5.04,60.92,0.001,0
Lampa,3872,2000-10-24,7.94,17.97,10.03,76.9,2.61,62.07,0.209,0
Lampa,3872,2000-10-25,10.51,17.85,7.34,50.8,1.14,62.83,0.048,0
Lampa,3872,2000-10-26,9.45,15.29,5.83,56.8,5.45,62.12,0.0,0
Lampa,3872,2000-10-27,8.06,21.0,12.94,71.5,4.03,61.78,0.154,0
Lampa,3872,2000-10-28,11.03,22.55,11.52,63.1,6.39,61.34,0.01,0
Lampa,3872,2000-10-29,5.56,11.38,5.82,47.9,2.21,63.21,0.628,0
Lampa,3872,2000-10-30,8.47,12.65,4.17,54.9,2.33,63.26,0.013,0
Lampa,3872,2000-10-31,10.11,18.29,8.18,57.3,2.05,61.62,0.002,0
Lampa,3872,2000-11-01,7.38,11.54,4.16,49.7,0.55,62.24,0.0,0
Lampa,3872,2000-11-02,4.85,13.48,8.64,47.5,2.49,63.49,0.091,0
Lampa,3872,2000-11-03,5.38,13.98,8.59,58.8,5.28,63.86,0.301,0
Lampa,3872,2000-11-04,7.82,15.12,7.3,59.3,2.84,62.57,0.025,0
Lampa,3872,2000-11-05,4.98,10.6,5.62,53.6,4.71,62.1,0.0,0
Lampa,3872,2000-11-06,10.92,14.83,3.9,25.0,4.42,62.59,0.271,0
Lampa,3872,2000-11-07,2.81,18.0,15.18,73.5,6.96,64.31,0.0,0
Lampa,3872,2000-11-08,5.57,12.76,7.18,58.2,1.6,63.5,0.111,0
Lampa,3872,2000-11-09,5.61,11.79,6.18,77.8,3.84,62.31,0.297,0
Lampa,3872,2000-11-10,9.61,15.68,6.07,67.5,2.11,62.55,0.002,0
Lampa,3872,2000-11-11,12.04,22.41,10.36,50.3,0.03,61.68,0.004,0
Lampa,3872,2000-11-12,6.01,14.75,8.74,72.5,2.43,64.53,0.011,0
Lampa,3872,2000-11-13,11.0,20.73,9.73,70.9,0.0,63.89,0.274,0
Lampa,3872,2000-11-14,7.98,16.98,9.01,70.8,7.45,64.67,0.0,0
Lampa,3872,2000-11-15,8.19,24.31,16.13,95.0,0.14,61.94,0.0,0
Lampa,3872,2000-11-16,8.6,17.17,8.56,54.8,0.0,63.3,0.0,0
Lampa,3872,2000-11-17,10.68,20.37,9.7,56.4,1.86,63.9,0.082,0
Lampa,3872,2000-11-18,13.26,23.54,10.28,79.0,1.43,62.13,0.0,0
Lampa,3872,2000-11-19,8.93,18.39,9.46,85.8,3.04,61.22,0.013,0
Lampa,3872,2000-11-20,13.04,23.18,10.14,70.2,3.44,62.34,0.001,0
Lampa,3872,2000-11-21,9.37,15.92,6.56,84.3,4.4,63.61,0.079,0
Lampa,3872,2000-11-22,15.35,22.84,7.49,45.9,5.63,62.4,0.024,0
Lampa,3872,2000-11-23,4.47,13.31,8.83,65.7,4.01,62.16,0.006,0
Lampa,3872,2000-11-24,10.49,20.39,9.9,58.1,4.99,61.83,0.061,0
Lampa,3872,2000-11-25,7.66,12.53,4.87,66.4,1.36,63.53,0.002,0
Lampa,3872,2000-11-26,11.11,19.69,8.58,65.0,3.75,62.25,0.013,0
Lampa,3872,2000-11-27,11.76,20.69,8.93,45.6,3.1,63.1,0.312,0
Lampa,3872,2000-11-28,9.72,17.78,8.06,75.7,5.5,63.7,0.026,0
Lampa,3872,2000-11-29,4.4,10.99,6.59,67.8,1.88,62.18,0.001,0
Lampa,3872,2000-11-30,7.28,18.18,10.9,67.0,2.11,63.48,0.008,0
Lampa,3872,2000-12-01,10.62,15.97,5.35,53.2,4.4,63.09,0.031,0
Lampa,3872,2000-12-02,11.04,21.7,10.65,61.0,4.54,62.18,0.001,0
Lampa,3872,2000-12-03,7.46,16.46,9.0,79.2,0.0,64.21,0.001,0
Lampa,3872,2000-12-04,8.71,16.81,8.1,71.0,2.19,61.89,0.019,0
Lampa,3872,2000-12-05,8.42,14.11,5.69,58.0,4.6,62.99,0.002,0
Lampa,3872,2000-12-06,12.39,19.49,7.09,49.9,8.8,60.99,0.0,0
Lampa,3872,2000-12-07,12.16,23.59,11.43,50.3,0.0,63.48,0.0,0
Lampa,3872,2000-12-08,8.09,20.71,12.62,62.6,0.56,60.2,0.008,0
Lampa,3872,2000-12-09,13.24,23.06,9.82,74.3,0.87,61.67,0.0,0
Lampa,3872,2000-12-10,8.21,15.65,7.43,78.5,7.74,63.3,0.01,0
Lampa,3872,2000-12-11,6.08,11.09,5.01,36.0,0.37,62.43,0.003,0
Lampa,3872,2000-12-12,10.49,20.69,10.19,62.4,4.25,61.9,0.0,0
Lampa,3872,2000-12-13,9.86,20.37,10.5,51.5,3.33,62.48,0.0,0
Lampa,3872,2000-12-14,9.55,16.67,7.12,59.2,2.54,63.51,0.0,0
Lampa,3872,2000-12-15,10.07,20.91,10.83,58.9,4.22,62.52,0.004,0
Lampa,3872,2000-12-16,9.79,20.87,11.08,58.3,5.23,62.7,0.0,0
Lampa,3872,2000-12-17,9.11,20.88,11.77,74.2,2.29,61.56,0.0,0
Lampa,3872,2000-12-18,6.76,15.33,8.58,85.6,2.63,63.96,0.0,0
Lampa,3872,2000-12-19,10.6,18.72,8.11,67.1,3.28,61.9,0.0,0
Lampa,3872,2000-12-20,9.79,19.91,10.12,63.7,5.89,63.0,0.0,0
Lampa,3872,2000-12-21,8.01,13.27,5.26,72.1,4.77,60.88,0.0,0
Lampa,3872,2000-12-22,8.24,17.22,8.98,44.3,5.74,62.41,0.0,0
Lampa,3872,2000-12-23,8.85,16.82,7.96,56.0,0.0,61.54,0.0,0
Lampa,3872,2000-12-24,14.85,22.66,7.81,74.3,5.11,63.27,0.0,0
Lampa,3872,2000-12-25,9.37,20.44,11.07,68.3,3.5,64.84,0.003,0
Lampa,3872,2000-12-26,7.76,15.11,7.34,48.0,3.3,62.95,0.0,0
Lampa,3872,2000-12-27,10.52,19.05,8.53,88.9,5.58,64.21,0.001,0
Lampa,3872,2000-12-28,10.18,19.3,9.12,73.8,2.3,63.22,0.0,0
Lampa,3872,2000-12-29,11.09,22.37,11.27,84.4,4.62,61.72,0.002,0
Lampa,3872,2000-12-30,10.33,23.52,13.19,54.7,8.04,62.43,0.0,0
Lampa,3872,2000-12-31,11.77,22.27,10.5,63.6,3.77,62.88,0.03,0
Lampa,3872,2001-01-01,12.46,24.6,12.13,64.7,1.02,63.28,0.027,0
Lampa,3872,2001-01-02,12.51,19.06,6.55,62.0,3.11,63.86,0.003,0
Lampa,3872,2001-01-03,12.81,21.06,8.25,54.9,0.97,63.63,0.015,0
Lampa,3872,2001-01-04,9.86,17.32,7.47,76.2,2.98,62.93,0.0,0
Lampa,3872,2001-01-05,12.6,25.18,12.57,48.2,3.4,62.07,0.014,0
Lampa,3872,2001-01-06,12.13,24.61,12.48,69.1,2.93,62.29,0.001,0
Lampa,3872,2001-01-07,7.03,11.98,4.95,89.6,3.29,64.29,0.005,0
Lampa,3872,2001-01-08,4.62,17.04,12.42,45.1,1.58,62.17,0.0,0
Lampa,3872,2001-01-09,10.59,26.93,16.35,58.9,0.0,63.23,0.0,0
Lampa,3872,2001-01-10,8.51,19.04,10.53,51.6,5.25,62.9,0.001,0
Lampa,3872,2001-01-11,6.76,21.2,14.45,58.7,2.3,63.11,0.001,0
Lampa,3872,2001-01-12,6.34,17.04,10.69,51.0,6.68,64.62,0.002,0
Lampa,3872,2001-01-13,7.78,16.52,8.74,58.9,0.0,61.13,0.001,0
Lampa,3872,2001-01-14,5.18,13.84,8.66,71.2,4.35,63.99,0.0,0
Lampa,3872,2001-01-15,11.09,16.88,5.79,43.1,4.52,61.56,0.029,0
Lampa,3872,2001-01-16,8.06,22.19,14.14,75.3,2.84,61.04,0.002,0
Lampa,3872,2001-01-17,5.22,13.35,8.13,44.1,2.11,62.55,0.013,0
Lampa,3872,2001-01-18,10.78,24.69,13.91,48.3,1.2,60.55,0.008,0
Lampa,3872,2001-01-19,4.56,11.96,7.4,55.9,3.28,62.15,0.01,0
Lampa,3872,2001-01-20,10.66,21.35,10.69,61.3,6.56,61.96,0.013,0
Lampa,3872,2001-01-21,9.78,25.13,15.34,47.4,8.28,64.03,0.001,0
Lampa,3872,2001-01-22,6.99,19.05,12.06,77.6,0.0,63.18,0.001,0
Lampa,3872,2001-01-23,6.3,13.58,7.28,70.2,0.0,63.07,0.072,0
Lampa,3872,2001-01-24,11.47,20.11,8.64,62.1,1.9,61.68,0.0,0
Lampa,3872,2001-01-25,9.06,20.66,11.6,70.8,3.58,62.33,0.011,0
Lampa,3872,2001-01-26,7.34,24.26,16.91,70.1,5.34,62.13,0.053,0
Lampa,3872,2001-01-27,10.54,20.33,9.8,78.3,0.81,62.22,0.002,0
Lampa,3872,2001-01-28,3.2,13.2,10.0,92.9,2.63,63.43,0.103,0
Lampa,3872,2001-01-29,7.9,18.01,10.11,48.2,6.48,62.93,0.147,0
Lampa,3872,2001-01-30,12.66,23.98,11.32,68.9,4.41,60.43,0.22,0
Lampa,3872,2001-01-31,4.89,16.79,11.9,80.4,2.71,61.92,0.014,0
Lampa,3872,2001-02-01,10.76,22.16,11.4,72.8,4.0,62.52,0.003,0
Lampa,3872,2001-02-02,3.57,14.77,11.21,80.0,3.08,63.37,0.063,0
